x,y,value,rgb_distance
9.25233645,0.962962963,875.675675676,2.828427
9.42056075,0.962962963,875.675675676,2.828427
9.58878505,0.962962963,875.675675676,2.828427
9.75700935,0.962962963,875.675675676,2.828427
9.92523364,0.962962963,875.675675676,5
10.0934579,0.962962963,875.675675676,5
10.2616822,0.962962963,875.675675676,5
10.4299065,0.962962963,875.675675676,5
10.5981308,0.962962963,875.675675676,5
10.7663551,0.962962963,875.675675676,5
10.9345794,0.962962963,875.675675676,5.09902
11.1028037,0.962962963,875.675675676,4.472136
11.271028,0.962962963,875.675675676,4.472136
11.4392523,0.962962963,875.675675676,4.472136
11.6074766,0.962962963,875.675675676,4.472136
11.7757009,0.962962963,875.675675676,4.472136
11.9439252,0.962962963,875.675675676,4.472136
12.1121495,0.962962963,843.243243243,4.387482
12.2803738,0.962962963,843.243243243,4.387482
12.4485981,0.962962963,843.243243243,4.387482
12.6168224,0.962962963,843.243243243,4.387482
12.7850467,0.962962963,843.243243243,4.387482
12.953271,0.962962963,843.243243243,4.387482
13.1214953,0.962962963,843.243243243,7.228416
13.2897196,0.962962963,843.243243243,7.228416
13.4579439,0.962962963,843.243243243,7.228416
13.6261682,0.962962963,843.243243243,7.228416
13.7943925,0.962962963,843.243243243,7.228416
13.9626168,0.962962963,843.243243243,7.228416
14.1308411,0.962962963,843.243243243,7.228416
14.2990654,0.962962963,843.243243243,4.387482
14.4672897,0.962962963,843.243243243,2.5
14.635514,0.962962963,875.675675676,2.828427
14.8037383,0.962962963,875.675675676,2.236068
14.9719626,0.962962963,875.675675676,6.403124
15.1401869,0.962962963,875.675675676,11.40175
15.3084112,0.962962963,843.243243243,4.716991
15.4766355,0.962962963,875.675675676,8.062258
15.6448598,0.962962963,843.243243243,4.716991
15.8130841,0.962962963,843.243243243,7.228416
15.9813084,0.962962963,843.243243243,7.228416
16.1495327,0.962962963,843.243243243,7.228416
16.317757,0.962962963,875.675675676,4.242641
16.4859813,0.962962963,875.675675676,3.605551
16.6542056,0.962962963,875.675675676,3.605551
16.8224299,0.962962963,875.675675676,3.162278
16.9906542,0.962962963,875.675675676,7.28011
17.1588785,0.962962963,875.675675676,4.123106
17.3271028,0.962962963,875.675675676,11.18034
17.4953271,0.962962963,875.675675676,4.123106
17.6635514,0.962962963,875.675675676,2.236068
17.8317757,0.962962963,875.675675676,3
18,0.962962963,,102.8166
0,0.925925926,,93.08732
0.168224299,0.925925926,843.243243243,2.291288
0.336448598,0.925925926,810.810810811,7.228416
0.504672897,0.925925926,810.810810811,7.228416
0.672897196,0.925925926,810.810810811,7.228416
0.841121495,0.925925926,810.810810811,5.85235
1.00934579,0.925925926,810.810810811,5.85235
1.17757009,0.925925926,810.810810811,5.85235
1.34579439,0.925925926,810.810810811,5.678908
1.51401869,0.925925926,810.810810811,6.800735
1.68224299,0.925925926,810.810810811,7.632169
1.85046729,0.925925926,843.243243243,8.558621
2.01869159,0.925925926,843.243243243,8.440972
2.18691589,0.925925926,843.243243243,8.674676
2.35514019,0.925925926,843.243243243,9.233093
2.52336449,0.925925926,843.243243243,6.5
2.69158879,0.925925926,875.675675676,7
2.85981308,0.925925926,875.675675676,7.348469
3.02803738,0.925925926,875.675675676,9
3.19626168,0.925925926,875.675675676,9
3.36448598,0.925925926,875.675675676,9
3.53271028,0.925925926,908.108108108,7.582875
3.70093458,0.925925926,908.108108108,9.66954
3.86915888,0.925925926,875.675675676,10.95445
